student_id,quiz_id,subject,score,date,feedback
S0015,849b62d6-b2f7-4ffa-9326-81544e14d2a8,Social Science,54,2025-02-14,Good progress
S0015,b4067c28-2bbd-44e8-b724-fa3f659c5614,English,99,2025-03-05,Excellent
S0016,dfa8639b-35d8-4506-bf78-aa56974ec450,Science,47,2024-12-17,Excellent
S0016,ed9cc798-5d32-4221-b27b-fe284bbf1659,Science,98,2025-01-06,Below average
S0016,880d0a3e-4e43-4f75-baa1-3f63ebf35ddc,Math,80,2025-05-23,Needs improvement
S0016,8bca330d-7371-49c4-8e78-2558d1d26777,Math,75,2025-01-13,Good progress
S0016,ef791f34-153c-4c1b-8a2b-31fc841b6df1,Economics,51,2025-02-27,Excellent
S0016,2d88cac2-19ad-4290-95cf-0c5c118ff7bc,Economics,69,2025-01-07,Excellent
S0016,8a8eb6a0-172f-42a0-a164-952e53e619eb,Computer Science,79,2025-05-24,Good progress
S0016,2ebbc680-4893-4517-8ff1-a4fadcdcb68e,Math,83,2025-05-22,Good progress
S0017,585f0064-82ff-45ba-8083-8aa7ec0860ef,Social Science,75,2025-04-13,Good progress
S0017,8f0bdac2-94b8-4a70-8764-810902e55081,History,68,2025-04-23,Needs improvement
S0017,9ff4e586-3a9c-4747-b6a4-d16bb0c4c43c,Computer Science,61,2025-03-12,Below average
S0017,0c3a4f50-6409-41d2-bfe2-f007bc4e3195,Economics,88,2025-04-27,Needs improvement
S0017,0b473dba-77dc-467d-80c2-0190b6f34504,Science,88,2025-02-19,Good progress
S0017,1148a8f1-db89-4d6e-a7ac-50d6d1ec6206,History,50,2025-03-21,Below average
S0017,1313cbff-5ec4-4ec4-ad59-3a8d600c7974,History,83,2025-04-03,Below average
S0018,93b18e32-a05d-4b00-afb4-50c4650f0c1e,English,90,2025-04-09,Good progress
S0018,098b7c48-3547-46d8-91f0-f6541349c043,Math,65,2024-12-24,Below average
S0018,d34e2952-a171-484f-b2ec-baef822f0237,Science,83,2025-03-01,Below average
S0018,7840ccef-0808-4ce3-9745-125aa9490043,English,74,2025-05-22,Excellent
S0018,c606095d-cec4-4792-8fb1-46b9f7e0623b,Social Science,45,2025-03-16,Needs improvement
S0018,288073b9-413f-4787-8906-a274fd6feee3,Social Science,64,2025-03-05,Needs improvement
S0018,d1e05327-c76f-4da3-a89c-35662ee9d60e,Social Science,51,2025-04-07,Below average
S0018,9af7f7f9-32d4-425c-acab-18bf948f6f24,Science,58,2025-01-27,Excellent
S0019,694b602c-6fe1-4c6f-8719-202ce9bc1633,Social Science,65,2025-02-22,Needs improvement
S0019,0180bc4b-0424-4539-9ad5-9818d8cd346f,Math,76,2024-12-28,Needs improvement
S0019,87ec3c2a-85cc-4029-ba2c-df9f269ec382,History,44,2024-12-22,Good progress
S0019,50548795-918f-4c25-b96f-15ee4cf20764,Economics,49,2025-02-17,Good progress
S0019,f9813803-469b-4e73-a10a-24796324d8f1,Social Science,93,2025-04-24,Excellent
S0019,cad2bdf0-bd27-4309-8743-5ae57eb82a8e,Computer Science,85,2025-02-13,Good progress
S0019,0402be1f-2d3e-4059-9fe4-991bb3f881c4,Economics,84,2025-02-01,Good progress
S0019,ed1c4a03-055b-47e6-83b3-c4e6e9b307b9,Science,94,2025-03-14,Below average
S0020,f234c4ed-702a-4c27-80d6-8eabf1f7812f,Science,60,2025-05-23,Needs improvement
S0020,a73e5bed-acac-4d32-ab6c-0f628104f99b,Science,90,2025-03-10,Excellent
S0020,425a39c2-e87d-4716-83a2-23e697aac4cc,Computer Science,58,2024-11-28,Good progress
S0020,2a6f7984-6d02-4eba-80e7-b96b4051c833,English,77,2025-02-25,Good progress
S0021,fac65d2e-4ee0-4733-bdca-2246c52dfbc2,Social Science,96,2025-02-07,Good progress
S0021,7c334f07-54b1-4f10-bb5f-9f631759b5ee,Computer Science,100,2024-11-26,Needs improvement
S0021,9398a0ae-9a18-473b-8160-cff30ea83587,Economics,65,2024-12-20,Excellent
S0021,399c7b97-3aa4-457e-89d6-7ec481440ac6,Math,64,2025-02-15,Excellent
S0021,0784f8f4-1d53-4164-aa9d-73af3c0726ef,History,74,2025-04-06,Needs improvement
S0021,7dff1024-a6b0-4b60-9808-fe60f2820813,Science,83,2025-03-31,Below average
S0022,6c8d52de-aab5-45e5-a8ca-ea30a2354568,Social Science,46,2024-12-24,Needs improvement
S0022,2814c293-542b-453e-90b3-010716bbe275,English,71,2025-05-16,Needs improvement
S0022,bcd34b53-f144-44e1-8ff0-fd8825d07e1b,Social Science,87,2024-12-04,Good progress
S0022,480c8844-50e8-4dd8-bc1a-aea670b2890f,Economics,99,2025-03-02,Needs improvement
S0022,698af390-0f87-47d8-8e4c-2d67b4a3e273,Science,76,2024-11-24,Excellent
S0022,ec16d699-d446-4666-81b0-e718d96c4511,Math,44,2025-03-03,Good progress
S0022,a20ef0a6-1dbc-4245-8e3e-39f67d9e94f4,Economics,89,2025-05-11,Below average
S0022,26bf82fb-ea82-4f39-9776-4a8891efdfb2,Computer Science,67,2024-12-23,Below average
S0023,41f56546-1ab6-4249-ade5-d5c74f360e1a,Computer Science,86,2025-02-14,Good progress
S0023,2728fe90-acce-46a3-8c17-8fdb1127f1a5,Computer Science,59,2025-04-11,Excellent
S0023,37373ee3-8e0d-42da-9e63-d17ebd584376,History,92,2024-12-11,Good progress
S0023,c7d3231f-c3b8-4e4e-8613-367328977a91,Social Science,72,2025-03-01,Good progress
S0023,442b9ace-0260-4f6b-b53d-7db6fc3438d8,History,94,2025-02-24,Excellent
S0023,5823c066-664a-4601-8cbe-bc0c878573b4,Math,62,2025-03-11,Good progress
S0023,3deb1c5d-f648-40a8-9fc7-8476d4c784e0,Economics,79,2024-11-26,Needs improvement
S0023,89fa68a1-afef-4376-bcd2-4f2c4f963e00,Economics,50,2025-05-10,Below average
S0024,2a12cc53-3dd5-499b-bf6e-e2b29361529f,Science,74,2025-02-08,Below average
S0024,f4eacc6c-f953-431b-bcc3-23b19437727a,Social Science,55,2025-05-08,Excellent
S0024,3a21024d-ce38-4c3a-907f-b268d380c09f,English,97,2024-12-18,Needs improvement
S0024,30b53251-325c-4419-b773-ffabbb45af0b,Math,40,2025-05-08,Excellent
S0024,4db7cc55-0401-4a7f-a1fd-d27e83eccd81,Social Science,42,2025-02-08,Needs improvement
S0024,bda44022-f4a4-42b0-9a3d-303449845368,History,47,2025-05-19,Excellent
S0024,881ea5eb-1cf9-4715-8701-dd42cd4379e1,Economics,98,2024-11-30,Good progress
S0025,80f29db1-9e85-499c-a5ed-86a279c2d05c,English,86,2025-05-21,Excellent
S0025,5b6992f5-5586-4153-b46c-4ccb205488bb,English,100,2024-12-23,Needs improvement
S0025,8ffe653e-7915-4471-9634-5e31e3ec000f,Science,93,2025-05-05,Excellent
S0025,800dcba6-ba6d-4c12-a869-2effe13a91f1,Computer Science,92,2025-02-23,Excellent
S0025,bcf376b8-01df-43be-886b-fdedd7678c19,Science,59,2025-03-24,Below average
S0025,3e3be1c8-0426-46c7-80e5-70df54bdbb94,Social Science,87,2025-04-01,Good progress
S0025,77598b51-27a2-4416-a368-82b1e657889d,History,90,2025-03-14,Excellent
S0026,c3d3f1b1-5c05-461d-aa85-f198ba107419,Math,57,2025-05-24,Needs improvement
S0026,4c02731a-7b01-42a8-85ba-81878f2ec902,Social Science,91,2025-01-12,Needs improvement
S0026,bfe57c7b-e0f4-4c2d-b319-282ff1aa431f,Social Science,44,2025-02-09,Needs improvement
S0026,89cb2764-29eb-4f49-8a39-f82796f594fb,English,65,2025-03-17,Good progress
S0026,9844e497-0ee2-44a2-a644-faddaba574e7,Math,40,2024-12-10,Excellent
S0026,e5db4880-c8f7-4cac-85b7-545869924994,Social Science,80,2025-03-06,Excellent
S0027,ff94bb59-6a33-4045-a547-48b94465da35,History,61,2025-04-04,Needs improvement
S0027,8e2ae613-94cc-4d49-814e-6d5ddb6a5345,History,46,2024-12-01,Needs improvement
S0027,0ab8716f-d206-40be-bed1-68f4cf7cee23,English,84,2024-12-19,Below average
S0027,28a19c54-dd6e-4d6e-b0d8-9303567c359b,History,84,2025-03-29,Below average
S0027,a5661168-3c6c-4fe5-aea8-6a9d9464c6c6,Math,46,2025-04-04,Below average
S0027,90bfb3d1-d41c-4297-adf7-172e0a374a6e,Computer Science,75,2025-01-17,Good progress
S0027,07e0a2df-8d5e-41cb-bebd-096c58963a89,Science,98,2025-02-27,Excellent
S0027,4045028a-77cf-41bf-a210-a48b0452fd21,Economics,56,2025-03-25,Needs improvement
S0028,66ab92f6-bb6a-46bb-bd47-38bd19e07da1,Math,74,2025-04-17,Good progress
S0028,48bdb153-28ea-4ed6-b7c8-d8dcbca6077a,History,48,2025-01-15,Below average
S0028,13be9c08-9fcb-403e-aef0-fcd527981458,English,47,2024-12-28,Excellent
S0028,f71436ce-459b-4d3f-b886-1ef46f8e3d29,Math,97,2025-04-11,Below average
S0028,56c99126-56f7-4421-870d-3d20d435368e,Computer Science,61,2025-05-24,Below average
S0029,42e1490a-a0db-4828-959c-a1d7df99e4e5,History,88,2024-12-23,Excellent
S0029,b62ce2f6-8162-429d-bdd6-43c703487295,Economics,80,2025-02-26,Below average
S0029,d5f43140-e482-4fd2-b380-8fada12daf9e,Social Science,76,2024-12-15,Good progress
S0029,19be6fd9-6e66-4755-80d0-c96fd40e6016,History,84,2025-04-07,Needs improvement
S0029,2977ea3e-4516-42d2-8d5b-575c2be1b7ab,Math,46,2025-04-21,Needs improvement
S0029,891901c3-cae3-44d3-b769-1118ae879571,History,61,2025-01-16,Needs improvement
S0029,c77055ff-ee3e-4bba-b089-2730bb92f554,English,50,2024-12-24,Needs improvement
S0030,d353968e-b951-48e1-9d08-4d4da0e344be,Computer Science,49,2025-04-23,Below average
S0030,f74f27b7-75f1-4708-9e0f-a5da1d598fbc,History,83,2025-03-14,Below average
S0030,71e61b57-cf62-4101-a515-d0e18b404b83,Math,77,2025-01-20,Excellent
S0030,fa2c84e8-44f6-4dc9-9783-9e41809e8d64,History,96,2025-03-22,Needs improvement
S0030,8ef7726b-aa27-4ccb-bd98-c5ff7d0494e6,English,56,2025-03-13,Excellent
S0030,17ff4d7f-d684-409d-ac1f-cd59bcfb9f69,Computer Science,68,2025-02-06,Needs improvement
S0030,87a39c1c-0b7d-436d-9e3b-157f902c8ee9,Computer Science,46,2025-05-06,Needs improvement
S0030,c0f30065-06b1-445c-bedf-65bbc090715c,Social Science,48,2025-02-13,Needs improvement
S0031,55d788c1-0d0b-4e11-8dda-3f402199d858,Social Science,69,2025-03-09,Needs improvement
S0031,076a847b-37ea-4d20-bf45-bb2aea530d46,Social Science,85,2024-11-27,Good progress
S0031,0f2b8d14-68ac-441b-b405-390a09a0606d,Economics,61,2025-04-07,Excellent
S0031,f4c86a15-0195-4c17-b184-fd7ce0b07e7c,Math,98,2025-02-14,Needs improvement
S0031,abb9aa1c-0b88-4e3e-8abf-fd0e012eeb6c,Science,47,2025-03-31,Below average
S0031,2d8c238b-3622-421a-a4d9-d36219e840a1,Computer Science,87,2025-02-12,Excellent
S0031,eeeae0ec-62dc-416b-92de-6ab754177ea6,Economics,67,2025-05-25,Needs improvement
S0032,5639779a-fc38-4de1-8915-4cb46124d32a,History,73,2025-02-11,Needs improvement
S0032,e9839932-5ce4-4c76-9646-85ed80e2af1c,Economics,66,2024-12-28,Needs improvement
S0032,08831acc-624d-4498-afa3-9189baa71d7d,Social Science,76,2025-05-10,Good progress
S0032,8d8fc819-dbc1-44aa-9519-8fe76e69604d,English,40,2025-04-19,Below average
S0032,5bf7f713-80c4-4794-bcc7-bf47c59f3cb9,Science,44,2025-04-19,Excellent
S0033,f3c43e92-cf56-4e85-9bc9-ee0b1800209e,Economics,46,2024-12-20,Needs improvement
S0033,e1df99c3-91c6-4950-be8c-b125dd87b930,Math,58,2025-05-12,Below average
S0033,e8748296-fae9-4664-8b2f-0e7e807014ff,English,65,2025-02-23,Needs improvement
S0033,6282ab2f-3437-482f-b525-175d96a08da6,Computer Science,61,2025-02-01,Needs improvement
S0033,de32c52c-cee5-4e1e-8fb2-45b9c2798d3e,English,94,2025-02-25,Below average
S0033,ec093519-59af-4506-8446-6724df4d8d90,History,80,2025-04-09,Below average
S0034,14404900-9417-4737-8b78-606e1c0d2a4c,Economics,49,2024-12-26,Good progress
S0034,06d0f3ae-8a54-4c2c-8e52-d9d5c8695f27,History,64,2025-03-25,Good progress
S0034,9a705dc7-1803-4888-bdea-1a8a5eacbf22,Science,98,2024-11-26,Good progress
S0034,84a4186b-ab41-4d30-9bfb-6593147ec940,Computer Science,96,2025-04-10,Good progress
S0034,b060dfd2-22bb-4c85-a5cd-1bade9661386,Social Science,53,2024-12-10,Below average
S0035,76f13a6c-ca53-4df3-b5dd-9b7155fd47d9,Math,45,2025-02-02,Needs improvement
S0035,2fc760a6-9ffc-422a-8b77-097cf1f57545,Science,50,2024-12-24,Below average
S0035,0d9d8938-9ece-4a4e-9219-da9e0b904133,English,56,2024-12-30,Below average
S0035,da9fdd5c-15b9-4260-9a0b-3dadda83e526,Economics,63,2025-03-20,Good progress
S0035,38211039-35bd-4bae-bf80-e71edfe25661,Math,98,2025-03-26,Excellent
S0035,efc323ea-27ef-4031-800c-cb2a285e8c6d,Computer Science,51,2024-12-12,Good progress
S0036,df40c6fc-44ef-4cba-ae2f-54e642a0e13f,Computer Science,42,2025-02-11,Below average
S0036,e1f92ee7-84ec-4218-bc4a-edb8c62be403,Computer Science,42,2024-12-01,Good progress
S0036,12a877d1-fb08-4537-8f14-63b439021fcc,English,94,2025-02-20,Needs improvement
S0036,9c6e6365-e144-4ed5-bad9-2fe2010db9e0,History,99,2025-02-10,Below average
S0036,1863d59c-05d6-4759-b134-0b8dc51e2acf,Science,86,2025-05-20,Excellent
S0036,bbd6c196-f7fe-4d6f-aab8-cb20b6faa4bd,Social Science,57,2025-05-11,Good progress
S0036,c3228b41-40b9-4522-9074-b476f625560d,Math,98,2025-03-15,Good progress
S0036,85072f4c-854f-4e83-a94c-667f4ad91752,Science,49,2024-12-12,Below average
S0037,51b12946-838e-430b-8d23-5bda248a5136,Science,90,2025-05-16,Good progress
S0037,5ec0bac9-6e3a-4ff0-a7b1-26eefd1902bd,Math,88,2025-04-22,Good progress
S0037,b6bb13b0-fadc-4d32-9d04-0ab49aac33a8,Computer Science,89,2025-02-22,Needs improvement
S0037,de3f34a2-6cc5-4918-a06b-5cc7d40f94c0,Computer Science,87,2025-03-29,Good progress
S0037,f8056e8a-2285-4e4d-b71d-84af8a92e4a5,Computer Science,94,2025-04-19,Needs improvement
S0038,a9da64da-7319-47c7-97bb-bc232878af85,Computer Science,84,2025-02-13,Needs improvement
S0038,369a5bcc-81f9-4475-9fa3-694216db2a7b,Math,42,2025-04-02,Excellent
S0038,af8886fb-39e9-4d55-8d2c-398221509967,English,41,2025-05-21,Excellent
S0038,177051f6-cfb5-4237-ade6-aded1ff07fb7,Social Science,79,2025-01-29,Good progress
S0038,da2e09ee-2e27-4d89-a44a-a048becfa6b3,Computer Science,68,2025-02-21,Excellent
S0038,67849363-0dec-4e74-a488-13a596003042,History,79,2025-05-25,Excellent
S0038,d0e3c1ac-4339-4de9-af84-f780cc33a63b,Social Science,51,2025-01-21,Below average
S0038,fca34f3c-7b1f-4004-9eba-2f8a65137add,Math,53,2024-12-24,Needs improvement
S0039,5aa6446c-009e-4253-84eb-45cfea392884,Math,67,2025-03-09,Needs improvement
S0039,ec057702-3141-4918-b718-67b7216068e5,Computer Science,40,2025-02-07,Good progress
S0039,c98142c3-f5fa-4117-8aaf-814c9185ace8,Social Science,51,2025-04-24,Good progress
S0039,215d2cae-9362-45e0-a8f4-941655882827,Social Science,55,2025-05-07,Good progress
S0039,a6a95a2f-f616-4f76-8da7-ccd3f107175e,Math,50,2025-05-05,Below average
S0040,e9112c4e-b003-42b4-8bf3-1c97092c8d3b,History,55,2024-12-26,Excellent
S0040,34857db0-0f94-495e-949c-0de2cbfabbf3,History,95,2025-03-16,Below average
S0040,5dd4e603-a0cf-424b-b8b1-02bb91915825,Science,86,2024-12-20,Excellent
S0040,66217dcc-e4dc-4007-9638-a9dc8620da83,Science,74,2025-01-25,Excellent
S0041,ac9ef76a-6566-476c-8583-8e0e86af863d,Science,67,2024-12-18,Below average
S0041,039a4494-5b92-43fb-94d4-8961cf8e2934,English,94,2025-02-28,Needs improvement
S0041,fe8cff23-dd61-47ed-bd90-d6c620a709b2,Economics,43,2024-12-30,Excellent
S0041,05842a0d-2dc6-4f99-82f8-45be2dbdc60f,Math,40,2025-01-24,Needs improvement
S0041,02f44604-a367-4d00-868b-be01c3e1654c,Social Science,96,2025-01-18,Good progress
S0041,8347f5fe-2652-49b8-a48e-68b493116303,Science,55,2025-04-25,Good progress
S0042,608e1bf5-5af9-4ee6-bda7-acfb9bb5aecd,History,64,2025-02-15,Excellent
S0042,3e97180c-b941-4f91-9e56-2a128086ad73,Math,41,2025-03-31,Below average
S0042,4d127cca-4c0d-4aa4-9237-15e13dc5ca27,Science,85,2025-03-25,Needs improvement
S0042,93701201-1780-4093-8299-9cabe5514a0d,Science,98,2024-12-10,Excellent
S0042,c23e36f6-53da-4847-9a2e-7e01384dc6de,Math,70,2025-05-15,Good progress
S0042,4495f7c4-512e-41d7-bb5b-b5dc3abd8627,Economics,44,2025-02-05,Excellent
S0042,c1add19d-a1b6-4f64-96f3-60ed006967ee,History,53,2024-12-16,Good progress
S0043,65ba8ff1-134c-42f1-ac1f-00d66214433f,History,84,2025-01-20,Needs improvement
S0043,dd935921-8995-4bae-a0b8-ab7baded9b4d,Science,92,2025-05-02,Good progress
S0043,b7b4115c-1c6c-49d5-9575-70c980c8b9f1,Computer Science,75,2024-11-28,Needs improvement
S0043,59f477e2-13b9-4cbf-a973-5abc8ee249b9,History,65,2025-03-10,Excellent
S0043,f160ad0e-4b88-458c-bf16-e3d669b2d59a,Economics,48,2025-03-12,Excellent
S0044,e719555f-5432-4d9e-a5f4-8a457270566e,Science,67,2025-04-08,Needs improvement
S0044,a5ff83c0-3b5b-445b-ab9c-525865845b55,English,57,2025-02-01,Below average
S0044,2b00a12d-e370-4e69-a03a-d3f1a0d956cd,Science,78,2025-01-20,Below average
S0044,af0e0e73-9b60-4d65-ab72-4c22003511d2,Social Science,85,2025-05-11,Good progress
S0044,41bc3a7a-388f-4b7f-a874-9c9749112b4e,English,64,2025-04-19,Excellent
S0044,049bdb36-d201-41ca-afc3-8c916712a8ac,Math,43,2025-03-28,Good progress
S0044,efad52c2-89a1-4e86-bbe9-b806129dfdf4,Math,73,2025-03-05,Good progress
S0044,70e0ed58-bb43-4452-9a9f-319e78587dba,History,86,2025-01-31,Needs improvement
S0045,fdbfabd6-a1ff-4e43-8618-2fffa68af57b,Social Science,70,2024-12-29,Needs improvement
S0045,68d601f0-bd60-4a36-ad45-9c9037dcea62,Math,61,2025-03-26,Needs improvement
