student_id,resource_id,resource_type,subject,usage_time_minutes,access_date
S0012,145069e9-0eeb-49ec-9f6d-e9021fe51953,Video,English,3,2024-12-14
S0012,560eb56f-4f1c-48d6-abf0-33df27ce41ae,Flashcards,Social Science,22,2025-02-14
S0012,966eb22d-0611-4fea-9349-a6fa9ac5c503,Flashcards,English,26,2025-03-29
S0012,fcb83600-8f69-4b34-9e91-bb9e629791db,Video,Math,16,2025-03-11
S0013,bbe77689-f03b-45ca-af55-3b8693daab52,Video,Computer Science,23,2025-05-10
S0013,0a0c5ed2-b97e-4db2-87b8-91567d7adc15,Notes,Math,15,2025-03-02
S0013,466148eb-a5c4-4d99-85f4-ea90a93a6ab5,Past Paper,History,14,2025-05-08
S0013,da9253bb-8ba0-4943-83fc-074077c1fb7a,Video,Social Science,13,2025-01-29
S0013,8c48f7a1-2547-4cac-872c-8ed29645df4a,Notes,Social Science,16,2025-01-16
S0014,6ac3210c-6e33-4f2e-bbee-db87fe9df854,Notes,Math,3,2025-03-04
S0014,9c160532-8089-491c-bf38-1ba54e67dbfe,Past Paper,Math,27,2025-01-30
S0014,c80a0515-e527-49cf-9aef-cfdaee0d8a36,Video,Science,14,2025-02-20
S0014,e225dee0-e4ba-4ba9-9530-088e29e72856,Article,Computer Science,23,2025-03-09
S0014,1d41654e-03ba-4984-9678-4128f038fd53,Video,Science,17,2025-05-05
S0014,cc130f0c-5424-436d-994d-4d8ae96e153f,Flashcards,Economics,14,2025-04-06
S0015,1ac4ca1b-3965-4be1-b56b-614434f64604,Flashcards,Computer Science,29,2025-03-27
S0015,f9bf473a-2e00-427f-aac5-7ea449cfa4f8,Video,History,18,2025-03-02
S0015,f0653513-3aee-49a9-beca-21c819a56e75,Article,Social Science,6,2025-02-08
S0015,98ac3060-031c-4663-af67-ef6ee416ae6c,Article,English,26,2025-02-21
S0015,9b30ec1e-94b8-4f94-b890-c725eac0c4d4,Article,Math,24,2025-02-14
S0016,ce8079cd-e926-4cee-b2d5-6bf589c7155e,Notes,Computer Science,10,2025-02-08
S0016,4dfd3567-7346-4841-b11b-edb7be414596,Flashcards,Economics,14,2025-03-05
S0016,5f56eb15-d9ca-4509-bb9d-52e16a61d839,Notes,Social Science,27,2025-02-22
S0016,c477e671-3986-4c85-8d6f-0142c067f19e,Article,Social Science,19,2025-03-30
S0016,271d2efa-b20f-4d11-ab45-39970d43512d,Past Paper,History,29,2025-02-26
S0016,7b7cfc23-d035-4d93-a04b-3e1e6a98b930,Article,Science,21,2025-05-22
S0016,0d9618ca-d55b-4c8f-a338-da7901a8e46b,Video,Math,7,2025-03-28
S0017,3f7aaadf-d2d7-4658-a692-e8a61dcbbed6,Flashcards,History,29,2025-04-26
S0017,09b51ea2-02fd-450c-8f6b-aa5b02d509c9,Flashcards,Social Science,16,2024-11-24
S0017,5ad35403-9f83-46f9-86f9-6cfc3ca4c103,Flashcards,Science,23,2025-05-11
S0018,f4510d00-d78b-4222-b4bf-18b8c7bc3309,Flashcards,Social Science,23,2024-12-07
S0018,899c6b16-3668-4147-972e-89b2cc6b9e08,Flashcards,Economics,16,2025-03-12
S0018,8466b2f9-d872-4b72-9c8c-a06955fe2bb4,Video,Science,7,2025-04-01
S0019,51e225a7-57f8-449d-9940-7b3d7708f300,Notes,Social Science,11,2025-05-05
S0019,f8da5096-38f0-4f79-9358-c8b18b6bbc57,Flashcards,Economics,18,2025-02-26
S0019,15a3416f-eca9-4a72-8a21-0f6312496720,Article,Economics,29,2025-04-06
S0019,5efc5aa9-6bd3-463b-9327-fae00a8c3f3d,Article,History,26,2025-02-05
S0019,840264c8-54b0-4bb9-89a1-c7869bf074ae,Past Paper,History,24,2025-05-05
S0020,6e7c00e8-c907-4ebc-86ed-0a1c186890eb,Flashcards,Social Science,15,2025-01-02
S0020,f7a92312-ea2a-40e7-86c8-a57f95705c2e,Past Paper,Science,14,2025-02-28
S0020,17502987-1881-4bd8-b09a-9afe7c2e628a,Notes,Social Science,27,2025-03-13
S0020,d56dec75-d986-42e4-868b-73acc326ab4f,Flashcards,Math,28,2025-04-03
S0020,3ddf731d-e248-49c2-8bfe-9f251f92b196,Flashcards,Math,7,2024-11-29
S0020,d75ce615-d5c0-4d9a-9044-c4e44a346977,Flashcards,Social Science,16,2025-02-14
S0021,01d6559c-ca89-4f5f-ae6d-31e550fe6db0,Flashcards,Science,13,2025-05-03
S0021,2d51f753-0156-416f-b0dd-9349266436cc,Past Paper,Computer Science,8,2025-03-02
S0021,109a9b99-b5a7-42d7-9c56-8aa29781bc37,Past Paper,Computer Science,21,2024-12-01
S0021,d0703736-e174-413a-90bc-1fd51af6694c,Video,Economics,6,2025-05-11
S0021,8b35c467-c9e5-4b85-8190-324d875ca834,Flashcards,Economics,25,2025-01-15
S0021,6aab70be-ea21-41be-8df5-8edf611d4f02,Flashcards,History,3,2025-03-02
S0022,538e63b7-76b2-416e-a128-e5ca45fc504c,Notes,History,17,2025-05-20
S0022,ea7f8522-38b3-4685-a4c9-33777a1aec3f,Past Paper,Economics,20,2024-12-19
S0022,8f77cccc-da0c-4ced-99cc-578c5aa8c7ec,Flashcards,Science,2,2025-04-03
S0022,5f131a04-75c8-44e4-a4dd-5501b482346c,Article,Social Science,3,2025-05-19
S0022,bfc8fc6d-0661-4309-8c29-5f3c8583ce5f,Flashcards,Computer Science,16,2024-11-26
S0023,a9ee722e-ac12-47bb-91b2-85735224460e,Notes,Social Science,6,2024-12-20
S0023,5a08b551-bb88-481e-8177-dff7c2ab624d,Article,Social Science,10,2025-05-08
S0023,80917409-b815-4756-80b3-6cb8019c8fa4,Flashcards,Economics,13,2025-04-12
S0023,c435b69d-73f3-4bee-8486-bd86ce4bb770,Notes,Social Science,9,2025-04-06
S0023,66bf2f6a-8705-447e-80a9-172a0e34dacc,Video,Computer Science,6,2025-03-21
S0023,906b4d15-6030-4194-a3ee-f6c29a2f1ba4,Flashcards,Science,29,2025-01-22
S0023,01c9ac99-1a3e-41f5-99a9-f8c899d87b64,Flashcards,History,26,2024-12-27
S0024,7dfe5458-1adc-43b6-8afa-072415f24c86,Video,Economics,13,2025-04-22
S0024,8e1ce5c0-665a-4b00-8595-2169b7a5cf1e,Flashcards,Science,15,2025-04-17
S0024,5862292e-f61a-4ca9-b8ae-25f01d7be608,Video,Math,10,2024-12-12
S0024,13d2d79d-29c4-4c48-a8ad-1b0ecd0860d6,Notes,Economics,26,2025-02-05
S0024,0aba99aa-fd1d-4831-a657-9d1e1355fcac,Notes,Computer Science,17,2025-01-12
S0024,8041f196-3b37-41a9-af41-bb75d6f65965,Notes,History,30,2024-12-18
S0024,4bdc94cc-dcad-4268-bed7-06f943316604,Flashcards,English,7,2025-05-19
S0025,58b5a675-ae8e-4689-86b1-5410865ed687,Video,Social Science,2,2025-02-05
S0025,45682602-00de-4b67-b07a-0bc6f8f30642,Article,Computer Science,30,2025-02-16
S0025,773e7eb7-6f1a-4915-9037-32f8be81bacb,Article,Economics,22,2025-03-04
S0025,fa0ad0cd-782d-4ec8-b475-e950622b35e7,Notes,English,19,2025-05-19
S0025,9b946d40-715a-4621-88b9-3d6843b1e23b,Notes,History,16,2025-02-26
S0025,2dcf3ca2-5803-4560-a7bf-1a966803cfc6,Notes,History,10,2024-11-28
S0025,16e4d47f-e3f5-4794-918b-fcc7e0d3bb05,Video,Math,27,2025-04-01
S0026,b2c6509a-d268-4da3-a417-e8ab5173e2b7,Flashcards,English,4,2024-12-15
S0026,8c04b773-73dc-4540-a3f8-66f062361c12,Flashcards,Math,21,2024-12-11
S0026,276dea0d-57a4-4cda-b917-7f0454ed0a48,Video,Science,29,2025-05-25
S0026,10b99ed6-6ff1-44e1-921b-4aa82494f108,Video,History,19,2025-01-10
S0026,ae5ffd6f-481b-46c1-9f62-3c89739a7c27,Notes,Math,18,2025-01-08
S0026,ae5a1a20-e95c-4cce-bc49-7526d1979c52,Video,History,8,2024-12-16
S0026,26bbe280-456d-4898-8f8f-d95a5ad17221,Past Paper,Economics,2,2025-02-23
S0027,a2e16124-1931-4089-bd68-72f4f54329d4,Flashcards,Social Science,30,2025-04-03
S0027,628a1f31-2561-4124-a2a8-a46158619da2,Flashcards,English,6,2025-04-13
S0027,d85c8775-a858-421d-8122-c8ae319f5842,Notes,Social Science,21,2025-02-01
S0027,ce47782e-4224-400b-a7b2-fdcac4125022,Flashcards,Social Science,12,2024-12-20
S0027,f06cf263-a2b2-4488-bd17-5d6fd0053ce1,Article,Economics,25,2024-12-09
S0028,6eebbe76-c998-4431-bd72-621c61fec41a,Article,History,12,2025-02-20
S0028,f04cebf5-75b4-4815-8546-040bc9b85513,Past Paper,Social Science,10,2025-02-25
S0028,cd02c483-02ba-48e3-bc25-3aaa4b162d07,Past Paper,English,24,2025-02-09
S0028,f5c80b6b-0e95-4c6e-ba5f-d4fff4da4a76,Video,Math,19,2025-04-28
S0028,4136d4dd-7dc8-4c5b-af0d-3c9da08ee2c6,Flashcards,History,27,2025-01-06
S0029,602b57c8-86a0-4bf3-a0c2-c4f43a386bd2,Past Paper,History,17,2025-05-12
S0029,35bcaff4-16f8-40d8-82d6-fc4d6310ad4b,Notes,Social Science,30,2024-12-22
S0029,fb8ae64c-6ca2-4574-aace-e11d3e397857,Article,Science,16,2025-03-19
S0029,de837be6-64f3-4e21-b72a-2c0d7800c729,Past Paper,Social Science,12,2024-12-09
S0030,9280d784-a0f4-4f67-ad28-871e101da432,Article,Science,24,2025-05-07
S0030,e81eea46-0225-4d0d-aa4d-98f039baf711,Flashcards,Science,16,2024-12-21
S0030,66e66b4b-ea7a-4225-8bbb-d33feb1e7d4f,Past Paper,English,3,2025-01-07
S0030,185d7c26-70f3-4885-9d2f-562c5f5161a9,Past Paper,Economics,30,2025-04-21
S0030,f93caca0-9f6c-4a12-8af7-20e6cba9096b,Article,History,22,2025-05-17
S0030,f89b089a-a284-4c4d-83c7-4eaea3230330,Video,Computer Science,30,2025-02-03
S0030,52722d17-ca1c-485d-9c27-3109534fb8eb,Video,Computer Science,8,2024-12-14
S0031,a652b8ec-10a5-4413-b597-92b89aff7918,Notes,History,29,2025-01-10
S0031,cf6cb90b-c148-4deb-b8a7-b085f9741fe0,Article,English,11,2025-01-14
S0031,4b74acf1-2136-482d-a579-efe314cc1022,Notes,History,11,2025-04-28
S0031,76fdf263-3c3d-4709-93d6-5161f5007f28,Flashcards,Science,21,2025-02-05
S0031,fda85873-160d-42e3-8170-d6ee90848710,Article,Science,16,2024-12-31
S0031,c5bc0f46-2c36-421d-a3b3-ffc0786889fa,Article,Computer Science,25,2024-12-08
S0032,8dd9f602-cce3-4847-bec7-dd060d94eb9e,Flashcards,Computer Science,29,2025-02-26
S0032,55a704ae-3387-4542-aa67-f0b2ddb5b37d,Past Paper,Science,9,2025-01-21
S0032,a7e85146-4520-4549-90ba-5db9411720f0,Article,Science,14,2025-03-09
S0032,e13fe10c-33ad-48ba-a493-99d5925e2ec5,Video,History,20,2024-12-06
S0032,8ad3d37c-0b8f-475a-82f4-05d2ca4c2481,Flashcards,Social Science,20,2025-05-08
S0032,d99f0561-b843-4160-b631-70b1f4b20a9b,Article,Computer Science,5,2025-05-22
S0032,84704286-bac8-4359-b310-a5748afd359f,Flashcards,Social Science,29,2025-01-27
S0033,ceaf2a21-2bd3-41ca-aa41-84f1e94a63a7,Article,Math,16,2025-04-03
S0033,c0b1bc5c-3843-43a5-bb30-58392af2c041,Notes,History,4,2025-05-14
S0033,d899974f-4aed-4891-83ca-30b70c23f2b3,Flashcards,Math,30,2025-04-25
S0033,39bc8120-28eb-48fe-98b5-c3983de0628b,Article,History,5,2025-03-07
S0034,1c15f6d8-eb91-477d-932d-004e12cb4aa1,Notes,Math,28,2025-03-14
S0034,70b8f251-5c13-4e3b-8369-27bd9259b28f,Past Paper,Math,19,2025-03-27
S0034,ee47fad2-5a8a-4629-a06a-79cc2440c536,Past Paper,Science,10,2025-02-24
S0034,b342ad4f-b704-4a08-b346-6ec0cf57f91a,Notes,Social Science,28,2025-01-26
S0034,efa17639-f401-413d-8895-0849290edcd1,Article,Social Science,19,2025-03-14
S0034,7759691c-2d5d-45b2-8a99-c98c86700616,Video,Math,16,2024-12-10
S0034,0a41103a-c459-410f-9461-3d5b1f6587cf,Notes,History,24,2025-01-19
S0035,ceaf3b0e-8a0e-4ed7-82e6-b1f4a05110dd,Video,Economics,30,2025-01-29
S0035,2e73e3a3-9e7b-4df9-95d8-7bf28164857e,Notes,Science,19,2025-04-23
S0035,262e690c-8c89-46ec-bde3-64fd76c45e74,Notes,Computer Science,5,2025-05-25
S0035,a2961246-8126-4d4b-83cd-17d7c37bec1b,Past Paper,Math,18,2025-01-22
S0035,bdff4eb8-d492-4d51-845d-f7216ae172c0,Video,English,14,2025-02-27
S0035,770eccda-fc81-4e5c-a050-6fcd4ae80f35,Video,Computer Science,22,2025-03-24
S0036,e067e179-8231-4489-9701-b474f498cbea,Video,English,24,2025-03-10
S0036,b97c9565-ec40-40cc-bbef-aa8f0301dee8,Video,English,8,2025-03-06
S0036,a3ae1613-07bd-405e-98d7-e4864663a0de,Article,Social Science,11,2025-01-25
S0036,d02676f5-d16d-4ecf-bbde-263dbf87748f,Notes,Social Science,24,2025-03-31
S0036,b02d2ad5-870d-41eb-88aa-2771a777c200,Article,English,28,2025-03-23
S0036,f282f835-ddbb-430b-920c-35e6251a1861,Notes,Math,30,2024-11-28
S0036,3cc6d459-73ba-4959-91ae-af20bdf6ae76,Flashcards,Economics,6,2025-02-06
S0037,b0ff0b06-8744-4ff7-9bec-23626b214af6,Past Paper,Computer Science,12,2025-05-22
S0037,d7fc1e95-17a4-41a3-9d3e-b1025282576e,Article,Science,4,2025-01-20
S0037,9847aa54-a88e-438f-a8fe-2bf0ac552bd6,Article,Math,4,2025-04-15
S0037,f184407c-ed15-42c9-8558-4bca1c3f6b97,Past Paper,Math,7,2025-05-03
S0038,6411ebb3-bb38-4405-9767-76dd8142dd43,Video,Computer Science,23,2025-05-02
S0038,326d9d02-e49d-488b-abb2-146d59c62fe7,Video,Science,12,2024-12-28
S0038,15e03d04-535a-439e-ae2b-9b26e6134edb,Flashcards,Economics,18,2024-12-08
S0039,440c944f-0b1d-404e-bf0f-f24bb4b65f25,Notes,Economics,28,2025-02-20
S0039,f7f16f35-f2fb-47f3-bf57-17224b667acd,Article,Economics,8,2025-04-11
S0039,10aa6a74-e1fd-4795-a604-47dfd4566f99,Video,Economics,5,2025-01-07
S0039,95659af4-44d8-4429-95eb-2111d9b3f7e0,Past Paper,Social Science,10,2025-04-09
S0040,e0345ade-3f96-40b1-b4f5-e43371b3dd1e,Flashcards,Computer Science,18,2025-03-30
S0040,d6baadb4-cbc2-44b5-829b-1284a40e1f26,Notes,History,30,2024-12-06
S0040,1c4aa1b2-da22-4bb8-9643-969ac48e9e53,Past Paper,English,7,2025-02-15
S0040,050c486d-9217-4f91-8f8f-c180dfa1e0a2,Article,Social Science,27,2024-12-09
S0041,bae7ff5a-9333-4e3d-b681-59eb1f3ce94c,Article,Science,24,2025-01-19
S0041,fb5e1acb-0aaa-4523-b3f9-32d63ffb8420,Article,English,11,2024-12-06
S0041,35bdf34d-eb9a-4cef-8d70-49d975619e3f,Video,Social Science,18,2025-02-09
S0041,4113c28b-b8fa-43c0-9be8-65b58e9ed724,Notes,English,15,2025-05-08
S0041,64f615ac-e9f8-4128-b065-2e118c8f4658,Notes,English,13,2025-01-05
S0042,ddf4f0a5-4191-4738-aafe-425d0d94d9f9,Flashcards,Social Science,12,2025-02-27
S0042,2f6bcb0a-98d3-452a-88a6-7fa09751e51f,Video,English,15,2024-12-02
S0042,6b24c834-8d57-44a6-89ce-1951cac1fb5c,Past Paper,Science,21,2025-04-27
S0042,9264dce7-eb30-4e08-bf63-71f1025f45a8,Past Paper,Computer Science,14,2025-01-30
S0042,efcca90e-ceef-4fa4-bf9a-c0c23df7c8ef,Flashcards,Computer Science,13,2024-12-20
S0043,84d57e67-2a04-4b3e-a460-b78c2e67ec99,Notes,Economics,10,2024-11-26
S0043,5790dca3-0c8b-4cb7-bd93-21c81f1bc844,Flashcards,Economics,22,2025-05-18
S0043,9c567f07-f5d0-4fe8-aec2-ca60e2cdf752,Video,Science,12,2025-03-20
S0043,e63b344b-82d7-4ba2-81d0-522aac1d20b8,Article,Social Science,21,2025-02-12
S0044,116f545a-a796-41e9-9f41-399ee721f032,Video,Computer Science,25,2025-05-21
S0044,9df58786-c56f-4901-ad3e-c1c82f66505b,Past Paper,History,8,2025-03-28
S0044,6afd0ad4-d3fd-4242-bf88-54cfd3e948e8,Article,Economics,2,2025-01-27
S0045,6a16f2d5-d102-4356-a85a-0a96250dafa0,Article,History,10,2025-04-27
S0045,05e1b961-cc81-473d-b55c-854ee95e9f08,Video,Science,25,2024-12-18
S0045,396f22b3-9d25-4809-ba0c-c1be8668976a,Flashcards,Computer Science,16,2025-03-09
S0045,f57825c3-dbcb-46cb-a853-5a9df8b1f011,Article,History,3,2025-03-21
S0045,97ed2ea7-27ec-44b5-9446-0cc663841aee,Article,English,2,2025-01-23
S0045,c9c39d63-f312-4d4d-b733-a9cb547abee0,Past Paper,English,20,2024-11-29
S0045,97be46f4-84c4-4f6b-af03-ef5be2252d4b,Past Paper,Economics,12,2025-01-01
S0046,7faed728-f9ca-4684-be19-9659f963dc0b,Flashcards,Math,19,2025-05-01
S0046,4dbd4346-1529-4fb6-b10f-44f4f7513a9c,Video,English,24,2024-12-02
S0046,835fc547-d777-4dab-aab9-7b7bf2c45384,Flashcards,Science,17,2025-01-24
S0046,7b326186-305b-4fdd-9250-71d812263453,Notes,Economics,4,2025-02-26
S0046,f81037aa-bdce-4996-9279-5691ef0299e0,Past Paper,Science,24,2025-02-12
S0046,15f7be47-ee30-46ab-8777-8cd053101c72,Flashcards,Science,18,2025-03-27
S0046,78be4dbb-553d-495d-8fc9-b55a6dc9faaf,Notes,Economics,10,2025-03-01
S0047,47816966-6e39-4dc0-b872-cf738b17a02c,Flashcards,Science,5,2025-04-12
S0047,72adb3a4-d503-4c17-a962-748c398debd1,Video,Social Science,10,2025-03-16
S0047,91e1b579-30b4-46f8-ac21-af9b7cb17eb4,Flashcards,Social Science,19,2025-03-12
S0047,daa138b5-36e8-4776-ad73-318059d584e8,Video,History,23,2025-03-26
S0047,2d825c91-25b2-4a4a-b39f-b0f9a6c09207,Article,History,7,2025-05-24
S0048,6451e33d-4cae-466d-9c14-99976168fdf0,Notes,Science,20,2025-01-07
S0048,ec9a1f1b-426b-4bc7-86e9-8c12e77f60d8,Video,Economics,6,2025-03-18
S0048,73c1a0f6-bebe-456d-8cc5-8ca637fba3a4,Article,English,16,2025-04-11
S0048,dde577c1-5eae-4cfb-902d-09ee6d64d045,Past Paper,English,6,2025-03-18
S0048,d3e00e92-e835-472e-b25e-4b4af8bbba84,Flashcards,Science,22,2025-03-01
S0048,d7a05e6c-1eec-4215-b5f4-116e8695f8c1,Video,Science,26,2025-03-05
S0049,a3fa3ae0-226c-4187-a072-1d305c1fa23a,Video,Math,4,2024-12-07
S0049,2c3df681-22fa-4ab1-83d0-40cf1acd9f4f,Video,Social Science,5,2025-04-15
S0049,e78a77d5-a76e-4be1-971f-481725d215de,Flashcards,History,30,2025-01-07
S0049,89439137-5a55-44fa-97de-3860c6eab4fb,Past Paper,Social Science,6,2025-05-22
S0049,bb52bcb0-c15c-4500-9c39-cc08bd3db097,Past Paper,Science,28,2025-05-20
S0050,9252ee7e-cb53-45d0-a92c-dec936db663a,Article,Math,18,2024-11-26
S0050,ab0eae68-3a62-45db-af46-f93b05a183c6,Past Paper,Science,16,2025-03-07
S0050,0465123d-f54f-44a3-a237-69bc223c83ce,Article,English,27,2025-03-26
S0050,fb281a8b-8739-4acb-902c-c8a85a71b0ea,Past Paper,Computer Science,18,2025-04-07
S0050,d88e98b1-e1e0-49b8-ae9f-715d084bdb4c,Article,English,6,2025-02-28
S0050,d7d693f6-877d-402b-a1a8-44fba09a618f,Notes,Science,5,2025-05-02
S0051,3af3cb21-c8ca-46e8-9ffd-2539c6fe056e,Past Paper,Computer Science,20,2025-02-25
S0051,703d9163-d664-43e4-80c6-febc40be4055,Notes,History,15,2025-03-12
S0051,ab5234b9-5af8-4949-bfc8-182ed0145b4f,Article,English,15,2025-03-30
S0051,f878e587-78a6-44b5-aaa7-150401a0e7a8,Past Paper,Economics,24,2024-12-04
S0052,7dde802d-d4ab-4e96-893f-b0cef86c6bb0,Notes,Math,14,2025-02-05
S0052,15c0d4da-253e-4321-a7c2-14fff47a6445,Notes,Social Science,20,2024-12-14
S0052,30f6f3da-82d7-42ca-a66a-3d8cf20835c9,Video,English,3,2025-04-17
S0052,6805731f-788f-4527-ab2d-5c4b400e2046,Video,Science,27,2025-02-11
S0052,71cd410c-5fc3-488a-b4a1-385389c60ad2,Article,Computer Science,10,2025-03-19
S0052,3505acd5-494f-4274-8c81-6d4a893ad0e6,Video,Math,24,2025-02-26
S0053,589ae389-08bb-4a04-ba8e-17e71818bd6f,Article,Social Science,22,2024-12-05
S0053,b16eb63d-fe03-4f5d-bc49-f151ce2f7a86,Past Paper,English,29,2025-01-08
S0053,10c7c346-6d97-486a-8b4d-910708d56540,Flashcards,Social Science,26,2025-05-02
S0053,dbaea0a3-aff1-4d23-8668-c4e581d45440,Notes,Math,28,2024-11-27
S0053,bdab45ad-a214-4e02-9224-843b920380ef,Notes,English,4,2025-01-14
S0054,b9c75f5e-4b1b-4735-87f9-5d8e0c8e0211,Video,Science,6,2025-04-28
S0054,76cdd129-ed9e-4e4f-9760-345340c56a5c,Notes,Social Science,29,2025-05-13
S0054,cac5d205-1896-43d5-83ed-90f3ba87b206,Flashcards,Science,27,2025-02-13
S0054,733b407d-8f22-42a8-9629-0fdaa4f1e8c4,Video,History,28,2025-03-19
S0054,b8a5eeda-da5a-48cd-8352-f1bc37543241,Article,Economics,29,2025-05-24
S0054,a8899e1e-cff3-43ec-9b85-0e990641e4f1,Notes,English,3,2025-03-29
S0054,84d0a3dd-0e95-4369-9c2b-847e71bde2a1,Article,English,20,2024-12-08
