student_id,chat_id,date,topic,summary,resolved
S0014,e0509b8e-cdf7-43c6-a17f-bb7aa3908f63,06/02/2025,Doctor,Develop above still carry fish he fight some trip middle reflect never specific.,TRUE
S0014,8f3d4860-ef33-4bdc-8e44-a9f8716c06ed,24/05/2025,Teacher,Prevent tax continue action operation worry.,FALSE
S0014,186f63b4-8b10-4a1c-9ed2-07bd6731d9af,18/04/2025,Scientist,Eat both region section manage probably yes military in food.,TRUE
S0015,316b59d7-7b09-4b9b-8cf6-095d8003bea3,07/05/2025,Economics,Write adult while you election standard everything place show those painting.,FALSE
S0015,c63dd6af-2198-45ea-bab7-64f3dffbfe6c,31/03/2025,Artist,Example economic want among attorney Mr continue woman skin oil score anything.,FALSE
S0015,218c5bfd-6087-40ff-a868-ee1ae915182c,03/04/2025,Engineer,Sense gun half work well join black true product college fight three entire.,FALSE
S0016,15893fb1-24da-4598-967a-17c5416f1549,17/03/2025,Economics,Reason seem cover owner deep theory ground education drive include.,FALSE
S0016,e054589d-a26c-424f-8a73-ba6c822f3bb0,11/03/2025,Pilot,Owner my economy control reason local.,FALSE
S0016,1daf32b6-29eb-4a9f-b5bd-8dd7ec411c19,21/04/2025,Science,Medical name later enjoy out clearly keep society.,FALSE
S0016,acd9786d-a054-4148-9e0c-9c66946e6073,01/12/2024,Writer,Get collection it pressure Democrat happen wait prevent science most general last bit.,TRUE
S0016,e7c110ba-dfcf-4daf-9d4c-bd3da45f814b,20/04/2025,Writer,Power go Mr sense check cold election believe answer return enough hot.,FALSE
S0016,98f4a101-c1e7-4658-9ef2-73ff5f41537d,19/12/2024,Pilot,Available visit six meet yourself matter side safe can human environmental watch read.,TRUE
S0017,70c1ee22-7cdc-481f-a8ab-19a4ec2f7a64,15/05/2025,Writer,Likely east everything night firm month whatever.,TRUE
S0017,73c937ab-3ed0-49bd-a791-24e45dc87c01,07/01/2025,Lawyer,That attorney sister their relate ability.,FALSE
S0017,59be5eab-5128-4dbb-bc3a-bbb67adac61d,03/04/2025,Lawyer,Weight sense wonder more report cover responsibility.,TRUE
S0017,41e64a5f-72f5-42ec-9dfb-4ce23c3188be,16/03/2025,Engineer,News its under tough nothing smile common participant second sure method almost claim.,TRUE
S0017,4fe6ae1b-3767-462e-be1d-4d0e78b796c1,23/04/2025,Teacher,Stage drive prevent Congress point cultural writer story what.,TRUE
S0017,42482efd-1df1-48b2-a175-b724dbe1c783,27/12/2024,Entrepreneur,Perhaps central executive growth Republican brother member.,FALSE
S0018,4f03c7bd-81d7-4558-8ec0-f033e28bb257,24/03/2025,Social Science,Great family claim inside another professional research.,TRUE
S0018,22f3a4a8-dc18-4026-a270-c773d42ac32c,05/01/2025,Pilot,Able civil type anyone believe black future rich development management.,FALSE
S0018,4bd4a07a-5d3a-4997-9f94-c6d3d60014d6,27/04/2025,History,Can generation prove owner return choose give any school read.,FALSE
S0018,943f0a37-bf79-491a-9184-fc78718013a1,10/12/2024,Computer Science,I foreign sure defense pull mouth exist note future my until.,TRUE
S0018,73ba2cd7-a78b-4fa9-9a56-18d7b268ed09,29/03/2025,Data Scientist,Air teacher value since despite authority law.,FALSE
S0019,4daa1604-c791-45ef-8d43-ea2db89a86e5,16/03/2025,History,Explain than management very drug sister structure thousand instead new.,TRUE
S0019,2b2b9bc4-af8a-4afe-9594-d7ce7576b410,18/01/2025,Engineer,Build weight later rest report teach return.,TRUE
S0019,73c215d5-8ee0-4b43-810b-958c65ba1dc8,28/12/2024,Writer,Left find whole different young reflect college officer especially listen age may same real.,TRUE
S0019,a264232f-1854-4f66-a645-dbf1586bccd2,11/04/2025,Entrepreneur,Red adult physical whole rather beat artist answer color hundred.,TRUE
S0019,b735d5a0-5634-455a-8cf2-8ba2eac15547,08/12/2024,Lawyer,Voice line affect will reason teach rich work.,TRUE
S0020,ba56ff22-8771-499f-8395-9846c7641f2d,08/12/2024,Lawyer,Produce under write long open star night your.,TRUE
S0020,27b5ead4-20cb-431b-84b9-4c375c081f4b,14/02/2025,Social Science,Same building election north research hit with analysis remember certain look degree.,TRUE
S0020,4d174786-40f2-4f09-b68b-ae2518d42f0f,23/12/2024,Science,Form every hour huge rate ask message bed job but production media system.,FALSE
S0020,257054a4-fdf1-42f6-87b0-7e24c1c7a8f3,29/03/2025,English,One learn new play contain hour.,FALSE
S0021,e984dcb7-86af-4532-97f6-a503f3a74065,03/02/2025,Doctor,Forget window teach interesting general painting he staff purpose only play road.,FALSE
S0021,b2769cd7-bf00-4cd7-b990-9bd11fa41e48,18/12/2024,Lawyer,Generation production exist yeah face media approach operation responsibility arrive future own call.,TRUE
S0021,810c53b9-c959-4ecc-a59a-f418b03bd47d,10/02/2025,Data Scientist,Authority stuff employee teach far over marriage.,TRUE
S0022,15c035a4-72d6-459a-99e0-380ff47d0c9f,30/03/2025,Pilot,Push war I about wonder worry nice there information Republican administration appear return.,FALSE
S0022,8fecd425-bec7-475c-a7f3-955a701fd1c8,03/03/2025,Computer Science,Wait when case real arrive right friend.,TRUE
S0022,01fe46cd-2e4c-4fd8-9bab-6c68b4eea2bd,07/12/2024,Writer,Clear win something onto film town manager continue forward big particularly camera.,FALSE
S0022,5777512d-dfed-4753-bcf4-0294c1658ea4,19/01/2025,Lawyer,Cut public for plan station remember.,TRUE
S0023,a34603ea-f0cb-46dd-90ba-411f97672cd1,06/12/2024,Economics,Only Mr respond three score past commercial sell interest many.,TRUE
S0023,1e4a7dd8-16e0-426a-97cd-6fe4ed78729c,02/12/2024,English,So usually billion room perhaps suggest less season exist tell force range.,TRUE
S0023,d4dd0ee1-b798-4445-802d-869e6dce3ede,11/12/2024,Teacher,Guy kid each maybe reach your center another college when resource customer according.,TRUE
S0023,e0c621b5-a1c0-4418-9fd7-05821c742195,29/04/2025,Math,Father price occur rock theory environment.,TRUE
S0023,fa37b1d3-d070-4fdd-a1e9-32f35b5864c6,29/12/2024,History,Upon another least one assume week lot themselves.,FALSE
S0024,328ed5a7-01e9-48f9-bf9e-076775da10c0,10/05/2025,Teacher,Professional account outside position attack according budget strong do term myself indicate sea.,FALSE
S0024,96c852d0-fc23-4000-b352-6bfbeed0f128,08/12/2024,Lawyer,Hair everybody recent against political quite science agency cut relate day.,TRUE
S0024,e2ef3862-2c55-4546-b09d-fcefa8348b48,18/01/2025,Doctor,Yet heart executive decade full model ahead suggest return direction image month.,FALSE
S0024,d3513542-ef50-4008-b92e-b5726a53ca86,14/02/2025,Doctor,Child animal ready just least must.,FALSE
S0025,41cd5e0d-dddb-4328-bf75-6e504f12ad9b,21/01/2025,Science,Realize coach take notice voice fund stand president notice.,TRUE
S0025,c08ba382-be3c-489a-aae0-ad4e0e022714,19/05/2025,Writer,Art best grow him power decision.,FALSE
S0025,f0c59f99-3f01-48d5-8759-e5b110379943,25/05/2025,Social Science,Recognize recently piece land media eye able whole.,FALSE
S0025,f399d237-f8f8-40e0-8397-b8fd7e8de2b5,14/04/2025,Scientist,General itself husband give majority score range drop figure success yard environment.,FALSE
S0025,e8c7adb0-b919-432c-bfb3-cd780f070256,17/04/2025,Economics,Truth hand machine on consider result require.,TRUE
S0026,bb00ef70-07af-4423-9aa8-cf05eb5d8d5a,09/01/2025,Scientist,Current ever go laugh reveal tell enjoy research stand than agency debate read.,TRUE
S0026,f7909b20-11eb-49e6-9927-f486b01e426a,23/05/2025,Doctor,Compare college learn nearly pull for arrive summer.,TRUE
S0026,9bf21ad3-01b3-49ec-b133-0883414c7d61,29/12/2024,Lawyer,Generation marriage want instead case form amount later these expect throughout process fine.,TRUE
S0026,9a213f3e-069a-435b-95b1-6a9611019a7d,06/05/2025,Social Science,Try theory and although live movie by their throw.,FALSE
S0026,0357c591-f8a6-4ce8-8fc4-3289de368bed,30/01/2025,English,Shake American debate space pay together begin too.,TRUE
S0027,6a38c6f9-b915-4ebe-88e2-6c9a9057fa42,30/03/2025,Entrepreneur,Term usually stage hold really reality.,TRUE
S0027,97b22e4a-1195-4fd1-b2c2-96cdb6ecd87c,17/04/2025,English,Well clearly thousand ball community daughter degree must heart reflect.,FALSE
S0027,74657a43-455e-43e2-8eac-845932ded038,18/04/2025,English,Memory through interest next party I soldier city yourself some doctor know choose.,TRUE
S0028,fdfa7d1d-ad0a-4d0e-999f-21014690a14e,26/03/2025,Teacher,Actually risk run consider listen commercial.,TRUE
S0028,778b1f53-6e44-4ec3-8b5d-35ee6a685a23,02/12/2024,Computer Science,Certain lead per year usually nor edge.,FALSE
S0028,c65cbea3-fe3b-4d05-b53d-bfbfdaacf12a,27/01/2025,Engineer,Score should budget send knowledge usually environmental space.,TRUE
S0028,15f10a9d-f687-4b09-a750-218d7441f59e,17/05/2025,Doctor,Himself year table boy character seat bed police.,TRUE
S0029,d947584a-6c3c-4139-8ce5-376a061a8ec7,16/05/2025,Math,Cause serve from nature should company today about story.,FALSE
S0029,a5ceca99-2087-478b-a305-0caf88966687,10/12/2024,Math,Inside open sing detail past score land wide really right should how.,TRUE
S0029,16c4d421-5a49-47ee-8c2b-e2a34af3293e,18/12/2024,Artist,Wife his player true safe head design.,TRUE
S0029,6c32ef1f-46f6-42c2-b354-0a29dd99eee1,31/12/2024,Science,Behavior hair drop foreign tell finish serious produce camera rule well generation idea.,FALSE
S0030,155fc32a-5163-4b50-b4b4-49018d240bc4,18/04/2025,Pilot,Single sound work day account field improve respond price price court.,FALSE
S0030,28227d5c-c719-4505-a1d3-0b15922bc747,08/05/2025,Economics,Affect agency contain me leader product street as.,TRUE
S0030,86d0bcde-8cbd-455d-af62-554b0a977d16,31/01/2025,Scientist,Beat still choice ok way say teach strategy baby.,TRUE
S0030,d1491467-e3dc-4cc2-b4e3-cab64eeeae2f,13/12/2024,English,School imagine understand return career environmental manager.,TRUE
S0030,3c84a842-20eb-4868-bc5b-7358db149138,11/02/2025,Computer Science,List note become perform onto when in.,FALSE
S0030,c8297498-4770-49d0-9c2f-44faa0acaf1c,20/04/2025,Writer,However nation relationship model research culture.,TRUE
S0031,71bdea1a-5d4b-455f-acec-80acd82117a4,04/02/2025,Data Scientist,Article so you state today teacher purpose glass light population.,TRUE
S0031,166aeed8-c8cc-4ee0-b6d4-cc40c4e664b0,03/03/2025,Social Science,Laugh daughter major price it like.,FALSE
S0031,3174ca81-5a62-4a81-85b5-12a558e3d40c,25/01/2025,Math,Watch idea season effort must fight eat the thought.,TRUE
S0031,1c3cb2dd-5d05-4acc-b1c1-53cba96dc892,11/01/2025,Scientist,Television safe pressure special kid last computer certainly history every.,TRUE
S0031,555455a6-7476-436a-b864-bdb41bb9bf81,04/01/2025,Social Science,Debate within line without prepare view ability artist yeah.,FALSE
S0031,be967153-c454-4da1-ad82-66cdecc063d5,30/04/2025,Teacher,Name western education couple science site hair idea family season mouth TV tree.,TRUE
S0032,8a04f59e-806b-4c3d-a1a9-717902cb7ece,08/01/2025,Social Science,Size everyone effort ok stand movie ok source.,TRUE
S0032,1a4cf0cf-0fe1-4fb3-b035-5aef11dcf1d6,27/03/2025,Economics,Exactly campaign change fear break great name president trip have tough serious begin.,FALSE
S0032,f4f08b1e-5934-4811-bf5f-5fb228bc4fad,10/12/2024,Doctor,Dinner note someone music far news rich society often.,TRUE
S0032,53be7221-0dc1-44fc-929e-5c300138987f,21/03/2025,Pilot,Specific phone appear day couple exist build when money.,TRUE
S0033,a11badbd-dd1f-4c4d-9eee-155e025b5cd3,18/05/2025,Economics,Very consumer back rich commercial possible dream low throughout travel particular.,FALSE
S0033,31f6472f-9500-4919-82c2-74d8f1fca304,05/12/2024,Scientist,Decision change result baby degree claim management morning technology accept rock blue.,FALSE
S0033,51f78e92-25fa-41f8-b1be-03f18f6bbdd4,20/03/2025,Economics,Fish wife southern sense billion partner attorney.,FALSE
S0033,97a4676a-7842-4fa2-939f-a64e8c49c843,21/03/2025,Writer,Call street many wear thing safe blue before give.,FALSE
S0033,0f886d9b-a1ac-4d97-8bfa-f62eee1457f1,18/03/2025,Data Scientist,Sing charge main dinner mean design name force.,TRUE
S0034,7ab9b0ad-ffe4-4212-ad83-8cd75b1546ca,27/12/2024,Doctor,Shake open tax message book involve parent again project hit price.,TRUE
S0034,2d423d17-84f8-4ceb-b898-c8a1a43c44cc,06/12/2024,Lawyer,Cost four financial huge level get spring music generation.,TRUE
S0034,cefbf7f8-7861-48cf-bd81-fb8d071b26af,12/12/2024,Math,Matter arm general reflect here drive blood may American and raise.,FALSE
S0034,b3a4accb-a0f4-4661-98b5-758852c90b04,04/01/2025,Science,Risk buy painting because continue pick your ready follow finish.,TRUE
S0034,1fd2b780-b356-4d47-a208-fc9ed28b2ffb,28/11/2024,Math,Such send natural answer officer hard detail prepare mother stop.,FALSE
S0035,a8bd7707-0184-4f02-8d27-8c10ef2fa782,11/04/2025,History,Argue building nature ready agent must.,FALSE
S0035,993cf9f7-04a3-4b2f-b4c2-f82bcb4d457b,15/12/2024,Data Scientist,Tell guy indeed from garden send job need.,FALSE
S0035,ab9b6f41-e5de-49e0-aa22-7490f6a84d70,05/01/2025,History,All box agent method indicate political traditional hour scientist fast whose.,FALSE
S0035,39ef6462-6c5b-4b12-aa80-2b0fe30dfe18,27/02/2025,Doctor,Course would seem lay yet claim home television chair speak quickly.,FALSE
S0035,67e4abe1-6c4c-4f5a-a046-0f5813b99ba4,25/12/2024,English,Yeah today write ability claim politics eight require range.,FALSE
S0036,9481c4fd-5b4c-4c17-bda5-02a6481db5c0,15/04/2025,Teacher,Accept week role shoulder pick character under me.,TRUE
S0036,321ca65f-fb38-4637-aee2-4ad27cc0295e,29/03/2025,Pilot,Thus almost point continue forward room never full contain.,TRUE
S0036,56419d6b-e5b5-4a81-85e5-0f7efb75caa2,30/03/2025,English,Quality very human must rise key forget.,FALSE
S0037,94ac1621-d400-41d0-a3a8-9ff1964becb0,10/01/2025,Teacher,Hotel throughout six maybe these major might seem trip hit small police learn.,FALSE
S0037,ab5ad7c2-4645-4128-a4aa-bef5c2311b55,11/01/2025,Science,Them pay hospital again important whose push call watch.,TRUE
S0037,02ad9fe8-ac91-4ebb-a3cc-57aab18b0b8b,21/02/2025,Engineer,Top from case every family much player us our consider.,FALSE
S0038,4a52e291-5d90-4f25-85aa-1e96a5365742,30/01/2025,Lawyer,Medical free music involve discover rule traditional late group read.,FALSE
S0038,592f52a1-225c-4dc9-baba-5305a03da8b1,10/05/2025,Engineer,Six moment lot safe fish wish.,FALSE
S0038,1ca9eadf-5720-4596-8816-0c7d8e0977ce,26/02/2025,Data Scientist,Pull suggest star strategy than hard respond forget just beat.,FALSE
S0038,c7936cb1-d7b4-47b2-a389-8199cc57da5a,17/01/2025,Teacher,Really just ground hard your chance choose firm often hair fast family organization.,TRUE
S0038,2f99d277-56c9-4cfc-a841-aa2f9eb47301,03/01/2025,Engineer,Sometimes drive close home growth north party practice.,TRUE
S0038,c45f9636-d71f-4af7-aee5-965af2613908,10/01/2025,Lawyer,Off exist them spend seem four else.,FALSE
S0039,c11931d7-898e-4e5e-8727-f825e036e7aa,26/03/2025,Math,Reach read both various receive travel which hand list commercial particularly accept.,TRUE
S0039,9bf51ed2-3cef-4f73-9fc1-06388acc7f81,02/05/2025,Science,Culture me poor customer write south artist understand certainly those place before.,TRUE
S0039,fc0a7e62-c887-4936-8fc4-1b86cbd541f4,02/03/2025,Doctor,Only despite rise chair tax from rate fight.,TRUE
S0039,bb7e5c14-91da-4f5f-bd93-2cecebbc8d82,20/04/2025,Data Scientist,Interview blood him under look loss quite.,FALSE
S0039,c7cbbf85-8f6d-42f2-bd02-ab802b7a080d,27/03/2025,Engineer,Treatment significant same fact despite floor door grow almost lay draw.,TRUE
S0039,d034f4e7-437f-44f8-b4ea-dd2aedaebfa7,11/02/2025,Pilot,Administration leader chair even finish size hand begin also culture several.,TRUE
S0040,afa841f3-8d4a-424d-a8f1-0c542eccb121,12/03/2025,Entrepreneur,Main other write research beat certain ahead court each where will.,FALSE
S0040,d2c4f28c-aea7-4aa0-ba96-9f40312054a1,13/03/2025,Pilot,Better public possible low force away happy there generation quickly.,TRUE
S0040,fcbaa800-8092-410a-9726-042b8602718d,27/02/2025,Social Science,Majority bag carry note born create answer then card everything government place stay medical.,TRUE
S0041,c4c9e3cf-93c6-4f73-b6de-b47ed89df3cc,20/02/2025,Social Science,Future scientist house any type town.,FALSE
S0041,8da461f2-dd49-42c2-b423-c316567edce0,07/01/2025,Artist,After together evening threat happy this assume.,FALSE
S0041,297ef34e-26be-4957-918b-2538b3dfd87d,10/12/2024,Science,Agree build each treat surface fall example risk middle western.,FALSE
S0042,64232a70-4e1d-4f8e-8572-54cc376d6e6a,07/12/2024,Lawyer,Despite identify increase light book woman.,FALSE
S0042,557e38f7-34c2-4fa9-b444-5daa3fb04013,23/04/2025,Doctor,Collection during finally near protect month stock whose.,TRUE
S0042,b606ab80-aeb4-4f67-8ba6-5cff9e502fd5,04/03/2025,Scientist,Interesting throw fight nation popular address huge manager.,TRUE
S0042,4a031a61-f651-413f-be19-9d972ce36c71,03/12/2024,Writer,Fire follow to civil no together fall former small answer along idea technology.,FALSE
S0042,91901757-9339-4ce0-b59b-addb0813b992,23/12/2024,History,Some hit receive building outside finally.,TRUE
S0043,f3e5a10c-7181-44ed-b937-cd0e61d9050e,24/03/2025,Entrepreneur,Often leader Democrat her collection want scene.,FALSE
S0043,bae7d143-6f42-47ae-a14f-6a83619d5240,28/03/2025,English,Argue drive citizen year perhaps despite.,FALSE
S0043,1c5c0a01-fb9a-447b-94e0-f36c8ec59206,10/03/2025,Writer,Window require strategy difficult place today itself difference cut suggest lawyer.,TRUE
S0043,baec4570-cc79-496d-81c7-f1b37f0edccc,06/05/2025,Computer Science,Strong sell side just marriage consider whose from market understand citizen world.,TRUE
S0043,53010896-b7f6-4ab0-9acd-b40e5910b58d,02/12/2024,Writer,Property hand exist true option offer contain best western series because group.,FALSE
S0044,0985c9ec-35ae-4713-b5a2-261e700d4604,09/01/2025,Artist,Carry city force black financial billion question collection method interesting.,FALSE
S0044,f04f4b7c-71c9-40c7-8a20-0d17c2e0fdda,20/12/2024,Lawyer,Expect evening wife idea article clear.,FALSE
S0044,2cb19498-93b2-403d-a250-3e9329b84dbf,07/03/2025,Economics,Ground usually happen off discuss pretty model friend soldier management power true.,TRUE
S0044,feba4480-2502-449d-8d75-eb04e132bea2,20/04/2025,Pilot,Allow choose figure black anything attorney perform likely anyone peace voice able base.,FALSE
S0044,da121b83-b7fe-4c2d-b6b9-3bc6fc2b16b4,12/04/2025,Teacher,Plan just audience town lay question compare north blood.,TRUE
S0044,2a3b43b8-8644-4e03-b211-5025aec9c09a,05/02/2025,Entrepreneur,Either less may goal particularly treatment fill continue building red.,TRUE
S0045,758142b6-e049-4ae9-adf4-7d3a0999f7fe,16/05/2025,Math,Politics size price author policy stage bring how role focus.,FALSE
S0045,8ff2f009-8132-4190-8c57-df8fbe929232,28/04/2025,Entrepreneur,Crime low season shoulder before here end quality wonder food explain.,FALSE
S0045,bdef140e-03f7-41a3-8178-81bca42336d9,30/01/2025,Scientist,Paper environmental model up yeah popular group.,FALSE
S0045,db85037b-cd3a-4aa8-a330-40ad277ea0fa,15/02/2025,English,Officer suffer by rock several challenge fish off generation role would.,TRUE
S0045,5adbedeb-815a-48c8-9425-0ce086e515f0,21/05/2025,Writer,Miss near nature seven system culture when speak account attack good others.,FALSE
S0045,bca69477-468d-498e-9b17-92ddeb317ded,30/04/2025,Engineer,There population must although far want lose approach public look similar possible nation.,FALSE
S0046,32d157a3-86ee-4c53-9f6f-09d98e366a59,09/12/2024,Social Science,Him success ground difference red yes we.,TRUE
S0046,5ebb898e-9fe9-4ee4-8a40-135bdc19372a,09/04/2025,Pilot,Edge call laugh short born charge.,FALSE
S0046,feace9ec-848f-4cd9-b936-aa9c9f358110,03/01/2025,Writer,Ago time light also visit job economic sound decade teacher both.,FALSE
S0046,258bfd82-a58a-4697-a377-2a603afcd32b,03/05/2025,Scientist,Although head begin skill day particularly actually college teacher.,TRUE
S0046,ab001c67-636e-4588-9605-a458f6e3c8f4,09/04/2025,Pilot,Democratic fast example today week world off history lawyer wish yourself democratic.,TRUE
